0.070000 0.031166 0.009575 2.391040 0.001922 0.000936 0.022701
0.830000 0.023239 0.007500 1.740273 -nan -nan -nan
0.850000 0.023173 0.007618 1.732986 -nan -nan -nan
0.900000 0.022958 0.007435 1.722586 -nan 0.000498 -nan
0.880000 0.022867 0.007389 1.720928 -nan 0.000471 -nan
0.820000 0.023054 0.007492 1.714428 -nan 0.000697 -nan
0.910000 0.023015 0.007396 1.721156 -nan 0.000359 -nan
0.940000 0.022900 0.007509 1.700147 0.001524 0.000819 0.017253
0.980000 0.022831 0.007360 1.707881 -nan 0.000631 -nan
1.000000 0.022799 0.007418 1.699401 0.001432 0.000846 0.018100
0.930000 0.022864 0.007520 1.710027 -nan 0.000727 -nan
0.990000 0.022838 0.007421 1.700268 0.001464 0.000771 0.016850
0.920000 0.023068 0.007465 1.720460 -nan 0.000112 -nan
0.970000 0.022919 0.007369 1.715916 -nan 0.000421 -nan
0.950000 0.022935 0.007507 1.710354 0.000233 0.000809 -nan
0.960000 0.022853 0.007333 1.701294 0.001414 0.000830 0.017732
